gender,region,education,income,customer lifetime value,policy type,vehicle class,monthly premium auto,total claim amount,number of open complaints
241,M,West Region,Doctor,37824.84705495949,4.825500900000001,Personal Auto,Four-Door Car,63.0,272.843439,0.0
242,M,West Region,College,66429.0,5.389499499999999,Personal Auto,Sports Car,136.0,57.712985,0.0
243,F,West Region,Bachelor,25970.0,7.7780056,Personal Auto,Four-Door Car,72.0,430.818992,0.0
244,M,North West,High School or Below,48268.0,26.3460858,Personal Auto,Luxury SUV,223.0,1605.6,0.0
245,F,West Region,High School or Below,24279.0,14.866451200000002,Personal Auto,Sports Car,126.0,604.8,0.0
246,M,Central,High School or Below,37824.84705495949,8.3242327,Corporate Auto,Sports Car,121.0,871.2,0.0
247,F,North West,High School or Below,37824.84705495949,9.238306,Personal Auto,SUV,128.0,921.6,0.0
248,F,Central,High School or Below,71879.0,22.6932908,Corporate Auto,Two-Door Car,64.0,9.163065,0.0
249,M,Central,Doctor,57760.0,6.2360185999999995,Special Auto,Four-Door Car,78.0,223.950089,0.0
250,M,West Region,College,20976.0,5.0121848,Personal Auto,Sports Car,129.0,735.683769,0.0
251,M,East,College,97750.0,15.6955394,Personal Auto,Four-Door Car,65.0,303.002922,0.0
252,F,East,College,73245.0,8.2146024,Personal Auto,Four-Door Car,68.0,305.121363,0.0
253,M,West Region,College,23008.0,3.1189811,Personal Auto,Four-Door Car,79.0,80.663097,0.0
254,F,East,High School or Below,33837.0,2.7640321,Corporate Auto,Two-Door Car,72.0,305.575785,0.0
255,F,Central,High School or Below,84869.0,6.883686600000001,Corporate Auto,Four-Door Car,85.0,408.0,0.0
256,M,North West,College,37824.84705495949,2.2159129,Corporate Auto,Two-Door Car,66.0,316.8,0.0
257,,East,Bachelor,29834.0,4.8547457000000005,Personal Auto,Four-Door Car,6464.0,307.2,0.0
258,F,Central,High School or Below,44695.0,21.5229475,Personal Auto,Two-Door Car,79.0,81.166323,0.0
259,F,North West,High School or Below,37824.84705495949,2.7616916999999996,Personal Auto,Four-Door Car,77.0,554.4,0.0
260,M,North West,High School or Below,23046.0,22.5636184,Personal Auto,Two-Door Car,65.0,1.687291,0.0
261,M,North West,High School or Below,37824.84705495949,5.2859183,Personal Auto,Two-Door Car,73.0,392.951076,0.0
262,F,North West,High School or Below,84811.0,35.062647999999996,Personal Auto,SUV,111.0,278.284943,0.0
263,M,North West,Bachelor,37824.84705495949,5.9131990000000005,Corporate Auto,Four-Door Car,91.0,436.8,0.0
264,F,West Region,Master,37824.84705495949,2.5933987,Personal Auto,Two-Door Car,69.0,331.2,0.0
265,M,Central,High School or Below,40117.0,12.692670900000001,Personal Auto,Two-Door Car,108.0,750.082794,0.0
266,M,North West,Bachelor,72140.0,3.3091196999999997,Personal Auto,Four-Door Car,87.0,417.6,0.0
267,F,East,Master,97131.0,5.1816209,Personal Auto,Four-Door Car,6464.0,307.2,0.0
268,M,West Region,College,12495.0,2.4139306,Personal Auto,Four-Door Car,65.0,312.0,0.0
269,M,West Region,High School or Below,37824.84705495949,2.1616855,Corporate Auto,Two-Door Car,67.0,482.4,0.0
270,F,North West,Bachelor,37824.84705495949,5.5279889,Personal Auto,Four-Door Car,72.0,345.6,0.0
271,F,Central,Doctor,36495.0,10.6292179,Corporate Auto,SUV,133.0,229.930796,0.0
272,F,Central,Bachelor,86801.0,11.820109799999999,Personal Auto,Four-Door Car,98.0,371.108203,0.0
273,M,West Region,College,52679.0,4.9646315,Personal Auto,Four-Door Car,62.0,117.998498,0.0
274,M,West Region,Master,90804.0,9.1229256,Personal Auto,Sports Car,113.0,434.09776,0.0
275,F,East,Master,97131.0,5.1816209,Personal Auto,Four-Door Car,6464.0,307.2,0.0
276,F,North West,College,14262.0,3.460665,Personal Auto,Four-Door Car,90.0,290.432527,0.0
277,M,North West,Bachelor,36844.0,2.8729808,Personal Auto,Four-Door Car,73.0,283.966321,0.0
278,F,Central,College,58703.0,9.9278777,Personal Auto,SUV,127.0,227.916076,0.0
279,M,Central,High School or Below,65162.0,3.4826870000000003,Personal Auto,Four-Door Car,86.0,134.430084,0.0
280,F,North West,College,54964.0,3.9917271999999997,Personal Auto,Four-Door Car,99.0,525.515271,0.0
281,M,North West,Bachelor,61401.0,5.5101074,Personal Auto,Four-Door Car,69.0,144.439335,0.0
282,F,North West,High School or Below,25147.0,3.6009343,Corporate Auto,SUV,101.0,694.598288,0.0
283,F,North West,Master,73536.0,5.419458100000001,Personal Auto,Two-Door Car,67.0,172.518524,0.0
284,F,North West,High School or Below,24860.0,5.8106305,Personal Auto,Four-Door Car,73.0,350.4,0.0
285,M,West Region,Bachelor,65404.0,3.9427258000000003,Personal Auto,Four-Door Car,99.0,300.703109,0.0
286,M,North West,High School or Below,34510.0,3.1262719,Personal Auto,Four-Door Car,81.0,388.8,0.0
287,M,West Region,Bachelor,37824.84705495949,3.5300077,Corporate Auto,Two-Door Car,108.0,777.6,0.0
288,F,East,College,44552.0,10.9905948,Personal Auto,SUV,137.0,311.103582,0.0
289,M,Central,High School or Below,20993.0,4.7729438,Personal Auto,SUV,133.0,638.4,0.0
290,F,North West,Bachelor,37824.84705495949,2.2023352,Personal Auto,Two-Door Car,61.0,292.8,0.0
291,M,East,High School or Below,21190.0,2.4591717,Personal Auto,Four-Door Car,65.0,312.0,0.0
292,F,Central,College,62587.0,10.3738888,Personal Auto,Four-Door Car,86.0,412.8,0.0
293,F,East,High School or Below,22562.0,2.5842039000000003,Personal Auto,Two-Door Car,65.0,312.0,0.0
294,M,West Region,High School or Below,73345.0,4.3074228,Personal Auto,SUV,107.0,513.6,0.0
295,F,North West,High School or Below,37824.84705495949,3.0402538,Personal Auto,Four-Door Car,83.0,989.105367,0.0
296,F,West Region,Master,22705.0,19.1609899,Personal Auto,Luxury SUV,239.0,1294.700423,0.0
297,M,East,Bachelors,67137.0,8.176576800000001,Personal Auto,SUV,111.0,314.880326,0.0
298,F,North West,Bachelor,22627.0,5.2853076,Personal Auto,Four-Door Car,67.0,321.6,0.0
299,F,West Region,Master,38702.0,8.024993,Personal Auto,SUV,101.0,253.364333,0.0
300,M,West Region,Bachelor,26790.0,2.8104644,Personal Auto,Two-Door Car,71.0,340.8,0.0
301,F,Central,Bachelor,64859.0,7.739550400000001,Personal Auto,Four-Door Car,96.0,266.949266,0.0
302,M,East,Bachelor,86657.0,4.1097936,Personal Auto,Sports Car,103.0,316.227946,0.0
303,F,Central,High School or Below,69263.0,3.275162,Personal Auto,Two-Door Car,81.0,494.847804,0.0
304,M,North West,Bachelor,82655.0,2.6526953000000004,Personal Auto,Two-Door Car,66.0,316.8,0.0
305,F,West Region,High School or Below,29401.0,5.0482262,Personal Auto,Four-Door Car,65.0,312.0,0.0
306,M,East,Bachelors,22853.0,3.3624144,Personal Auto,Four-Door Car,87.0,316.35678,0.0
307,F,Central,College,26480.0,4.8584294,Personal Auto,Two-Door Car,63.0,378.695238,0.0
308,F,North West,High School or Below,37824.84705495949,2.1449215,Personal Auto,Four-Door Car,61.0,292.8,0.0
309,M,West Region,Bachelor,37824.84705495949,6.0426185,Personal Auto,Two-Door Car,83.0,904.385726,0.0
310,F,North West,High School or Below,73268.0,3.3872033000000004,Personal Auto,Four-Door Car,84.0,93.623377,0.0
311,F,North West,Doctor,95579.0,10.8642749,Personal Auto,Four-Door Car,67.0,308.631159,0.0
312,F,North West,Master,42142.0,8.84265,Personal Auto,Sports Car,112.0,396.17554,0.0
313,M,East,College,72302.0,2.6166139,Special Auto,Two-Door Car,66.0,316.8,0.0
314,M,West Region,Bachelor,41279.0,30.763256400000003,Personal Auto,Sports Car,115.0,251.429988,0.0
315,M,East,Master,23401.0,5.2002278,Personal Auto,Four-Door Car,66.0,316.8,0.0
316,M,Central,Bachelor,37824.84705495949,8.5913054,Corporate Auto,SUV,128.0,1448.994134,0.0
317,F,Central,College,23170.0,2.6465738,Personal Auto,Four-Door Car,71.0,340.8,0.0
318,F,North West,Bachelor,17343.0,4.6072443,Corporate Auto,Two-Door Car,63.0,208.659743,0.0
319,M,North West,College,25854.0,4.86062,Personal Auto,Four-Door Car,68.0,396.284835,0.0
320,M,North West,College,46900.0,2.5808499,Corporate Auto,Four-Door Car,66.0,316.8,0.0
321,F,East,College,57338.0,5.2913953000000005,Personal Auto,Four-Door Car,66.0,316.8,0.0
322,M,West Region,High School or Below,85355.0,8.405753,Personal Auto,Two-Door Car,71.0,458.568921,0.0
323,F,Central,College,21604.0,3.0965112,Personal Auto,Four-Door Car,79.0,379.2,0.0
324,M,Central,High School or Below,37824.84705495949,29.4122893,Personal Auto,SUV,107.0,513.6,0.0
325,M,East,High School or Below,51878.0,1.8207151761459173,Personal Auto,Four-Door Car,66.0,316.8,0.0
326,M,West Region,College,37824.84705495949,17.497522,Personal Auto,Two-Door Car,73.0,350.4,0.0
327,F,Central,High School or Below,68776.0,3.2186086,Personal Auto,Four-Door Car,80.0,87.861666,0.0
328,F,North West,High School or Below,45039.0,23.2072697,Personal Auto,Four-Door Car,96.0,192.144838,0.0
329,F,East,College,16483.0,6.9219740000000005,Corporate Auto,Two-Door Car,90.0,320.519977,0.0
330,M,Central,High School or Below,64113.0,13.9185348,Special Auto,Four-Door Car,117.0,561.6,0.0
331,M,Central,High School or Below,41829.0,8.9663098,Personal Auto,Two-Door Car,76.0,416.365369,0.0
332,F,West Region,Master,21514.0,11.9819848,Personal Auto,Two-Door Car,62.0,257.248789,0.0
333,M,Central,Master,27722.0,5.5326298,Personal Auto,Four-Door Car,69.0,331.2,0.0
334,F,Central,College,21506.0,11.660573000000001,Personal Auto,Sports Car,151.0,826.658992,0.0
335,F,North West,High School or Below,10312.0,2.8864515999999996,Personal Auto,Four-Door Car,78.0,486.278557,0.0
336,F,Central,Bachelor,73054.0,12.7418475,Personal Auto,SUV,106.0,419.365958,0.0
337,F,North West,Bachelor,73775.0,5.3980981,Personal Auto,Four-Door Car,67.0,321.6,0.0
338,M,West Region,High School or Below,44788.0,7.285031,Corporate Auto,Four-Door Car,61.0,386.031248,0.0
339,F,Central,High School or Below,22510.0,17.6519634,Personal Auto,Four-Door Car,95.0,456.0,0.0
340,M,Central,Master,54613.0,17.029893400000002,Personal Auto,Luxury SUV,213.0,731.559007,0.0
341,F,Central,High School or Below,25965.0,2.4912576,Personal Auto,Four-Door Car,65.0,329.206567,0.0
342,F,North West,College,34911.0,4.039315,Personal Auto,SUV,105.0,126.779673,0.0
343,M,North West,Bachelor,78618.0,2.6193374,Special Auto,Two-Door Car,66.0,225.578841,0.0
344,F,North West,High School or Below,61080.0,5.0496896,Personal Auto,Four-Door Car,66.0,294.284951,0.0
345,F,North West,Master,60415.0,4.9834571,Personal Auto,Two-Door Car,62.0,72.665253,0.0
346,F,West Region,Master,25143.0,2.5306394,Corporate Auto,Four-Door Car,66.0,8.737111,0.0
347,M,West Region,College,41045.0,7.396719699999999,Personal Auto,Four-Door Car,64.0,394.582401,0.0
348,M,West Region,College,97729.0,3.8328984999999998,Personal Auto,Four-Door Car,95.0,97.176153,0.0
349,F,Central,High School or Below,55702.0,4.9614059,Personal Auto,Four-Door Car,61.0,151.13336,0.0
350,F,West Region,College,93272.0,3.8614863,Personal Auto,Four-Door Car,95.0,281.110788,0.0
351,M,West Region,Bachelor,23665.0,22.6585365,Personal Auto,Four-Door Car,67.0,404.817249,0.0
352,M,North West,High School or Below,20228.0,10.408968699999999,Personal Auto,SUV,101.0,523.815839,0.0
353,F,Central,College,38713.0,4.8347105,Personal Auto,Four-Door Car,66.0,316.8,0.0
354,F,Central,Bachelor,23815.0,8.257666500000001,Personal Auto,Four-Door Car,73.0,424.330166,0.0
355,F,Central,High School or Below,37824.84705495949,3.0526295,Personal Auto,Four-Door Car,93.0,446.4,0.0
356,F,West Region,High School or Below,47221.0,4.0123193,Personal Auto,Two-Door Car,99.0,475.2,0.0
357,M,North West,Bachelor,34495.0,13.355486399999998,Personal Auto,SUV,113.0,389.673944,0.0
358,M,North West,College,46264.0,2.3644316,Corporate Auto,Four-Door Car,62.0,199.37361,0.0
359,M,Central,College,46051.0,2.4893379,Personal Auto,Two-Door Car,63.0,302.4,0.0
360,F,Central,Bachelor,23975.0,4.75572,Corporate Auto,SUV,128.0,614.4,0.0
361,F,West Region,College,37824.84705495949,13.864385,Personal Auto,Four-Door Car,74.0,580.886785,0.0
362,F,Central,College,78561.0,3.0204248,Personal Auto,Two-Door Car,74.0,355.2,0.0
363,M,West Region,High School or Below,37824.84705495949,6.2853052,Personal Auto,Two-Door Car,90.0,432.0,0.0
364,F,West Region,High School or Below,61402.0,2.506022,Special Auto,Four-Door Car,63.0,302.4,0.0
365,M,Central,Bachelor,65090.0,2.8263076000000003,Personal Auto,Four-Door Car,71.0,73.995096,0.0
366,M,Central,Master,88495.0,4.3697178999999995,Personal Auto,Two-Door Car,108.0,535.926948,0.0
367,M,Central,Bachelor,52797.0,12.174588,Personal Auto,Sports Car,104.0,88.173438,0.0
368,M,Central,Doctor,31278.0,3.5280443,Personal Auto,Two-Door Car,92.0,441.6,0.0
369,F,West Region,Bachelor,24177.0,10.4365747,Personal Auto,Four-Door Car,92.0,441.6,0.0
370,F,North West,High School or Below,96339.0,2.7461214000000003,Corporate Auto,Four-Door Car,68.0,293.205349,0.0
371,M,West Region,Bachelor,68164.0,9.175171899999999,Personal Auto,Four-Door Car,119.0,222.582872,0.0
372,,East,High School or Below,36765.0,1.8207151761459173,Personal Auto,Four-Door Car,66.0,320.849072,0.0
373,F,East,Doctor,74592.0,2.7275208,Personal Auto,Two-Door Car,67.0,321.6,0.0
374,F,North West,College,37824.84705495949,9.4497459,Special Auto,Four-Door Car,63.0,117.744416,0.0
375,M,West Region,College,37824.84705495949,4.5688194,Personal Auto,Two-Door Car,70.0,524.836298,0.0
376,F,North West,Master,34990.0,2.5740204,Personal Auto,Four-Door Car,65.0,42.689135,0.0
377,F,Central,Master,22849.0,8.7898841,Personal Auto,Sports Car,109.0,523.2,0.0
378,M,Central,Doctor,32893.0,2.5074078,Personal Auto,Four-Door Car,63.0,174.086385,0.0
379,M,North West,College,37824.84705495949,2.5224146,Corporate Auto,Two-Door Car,73.0,350.4,0.0
380,M,Central,College,37824.84705495949,7.542714,Personal Auto,SUV,111.0,1186.972445,0.0
381,M,North West,High School or Below,26876.0,6.0052148,Corporate Auto,Four-Door Car,76.0,364.8,0.0
382,M,Central,Bachelor,71663.0,20.998259500000003,Corporate Auto,Four-Door Car,74.0,84.494022,0.0
383,M,West Region,College,37824.84705495949,2.3450845,Personal Auto,Four-Door Car,69.0,331.2,0.0
384,F,West Region,High School or Below,16994.0,8.7831654,Personal Auto,SUV,112.0,806.4,0.0
385,M,North West,Bachelor,64270.0,4.5299654,Personal Auto,Sports Car,117.0,46.104534,0.0
386,F,Central,High School or Below,37824.84705495949,6.0332224,Corporate Auto,Four-Door Car,83.0,597.6,0.0
387,F,North West,Doctor,37824.84705495949,5.308247,Personal Auto,SUV,145.0,358.765757,0.0
388,M,West Region,College,56342.0,2.6747307,Personal Auto,Four-Door Car,69.0,331.2,0.0
389,F,West Region,High School or Below,37824.84705495949,4.9298075,Personal Auto,Four-Door Car,70.0,837.438442,0.0
390,M,West Region,High School or Below,28327.0,14.131121299999998,Personal Auto,Luxury Car,185.0,888.0,0.0
391,M,North West,High School or Below,95697.0,2.4715284,Personal Auto,Two-Door Car,61.0,114.273025,0.0
392,M,Central,High School or Below,26876.0,6.0052148,Personal Auto,Four-Door Car,76.0,364.8,0.0
393,M,East,College,10621.0,4.3862776,Personal Auto,Four-Door Car,67.0,321.6,0.0
394,F,Central,Bachelor,37824.84705495949,19.116568100000002,Personal Auto,Two-Door Car,61.0,657.808231,0.0
395,M,West Region,College,32918.0,6.6316655,Personal Auto,Four-Door Car,84.0,403.2,0.0
396,F,North West,High School or Below,37824.84705495949,7.4322999,Personal Auto,Four-Door Car,71.0,447.333545,0.0
397,M,Central,High School or Below,63127.0,2.9281151000000003,Personal Auto,Two-Door Car,74.0,174.292234,0.0
398,M,West Region,College,22022.0,46.6118738,Personal Auto,SUV,136.0,979.2,0.0
399,F,North West,High School or Below,51725.0,16.5150093,Personal Auto,SUV,138.0,159.004261,0.0
400,M,East,College,10621.0,4.3862776,Special Auto,Four-Door Car,67.0,321.6,0.0
401,F,North West,College,39719.0,10.2135634,Personal Auto,Sports Car,131.0,628.8,0.0
402,M,Central,College,58194.0,10.0492859,Personal Auto,Four-Door Car,84.0,450.996589,0.0
403,M,North West,College,61990.0,5.7461483,Personal Auto,Four-Door Car,72.0,48.884434,0.0
404,F,North West,College,41479.0,3.7467515999999996,Personal Auto,Two-Door Car,94.0,19.575683,0.0
405,F,North West,Bachelor,97899.0,7.4860684,Personal Auto,Four-Door Car,95.0,3.772105,0.0
406,F,Central,College,63878.0,9.1200652,Personal Auto,SUV,113.0,370.285349,0.0
407,F,North West,High School or Below,68671.0,5.6780467,Special Auto,Two-Door Car,70.0,8.076879,0.0
408,F,Central,Bachelor,37824.84705495949,7.5170838,Personal Auto,SUV,102.0,1178.995926,0.0
409,M,North West,College,34640.0,4.5305307,Personal Auto,Sports Car,117.0,466.318191,0.0
410,F,West Region,Bachelor,21959.0,2.6913806,Corporate Auto,Four-Door Car,71.0,340.8,0.0
411,F,Central,Bachelor,51584.0,8.0686239,Corporate Auto,Two-Door Car,69.0,368.919773,0.0
412,F,North West,Bachelor,65744.0,2.4785767,Corporate Auto,Four-Door Car,62.0,166.507217,0.0
413,F,Central,Bachelor,25198.0,9.1120415,Personal Auto,SUV,118.0,566.4,0.0
414,F,Central,Master,79663.0,2.7724413,Personal Auto,Two-Door Car,69.0,263.957201,0.0
415,F,Central,Bachelor,31071.0,4.3057932,Personal Auto,Sports Car,111.0,215.23091,0.0
416,F,West Region,Bachelor,39452.0,5.1033576,Corporate Auto,SUV,131.0,398.190882,0.0
417,F,North West,Bachelor,25813.0,4.7849604999999995,Personal Auto,Four-Door Car,61.0,205.332749,0.0
418,F,North West,Doctor,59965.0,10.5411098,Personal Auto,SUV,131.0,905.030448,0.0
419,M,East,Bachelor,40783.0,5.2851187,Personal Auto,Four-Door Car,67.0,321.6,0.0
420,F,Central,College,98701.0,7.6108405,Personal Auto,Four-Door Car,94.0,79.615631,0.0
421,F,Central,College,37824.84705495949,8.5105259,Personal Auto,Sports Car,121.0,871.2,0.0
422,F,North West,College,64388.0,16.1729405,Personal Auto,Four-Door Car,68.0,12.394834,0.0
423,M,North West,College,66841.0,2.4254948,Personal Auto,Four-Door Car,62.0,123.436634,0.0
424,F,North West,High School or Below,33738.0,2.8993171999999996,Corporate Auto,Four-Door Car,74.0,304.390472,0.0
425,M,West Region,Bachelor,43334.0,3.6330540000000004,Corporate Auto,Two-Door Car,95.0,614.367195,0.0
426,F,West Region,College,37824.84705495949,3.4571541999999997,Personal Auto,Four-Door Car,91.0,245.673365,0.0
427,F,Central,College,83431.0,3.3947203000000004,Personal Auto,Four-Door Car,84.0,403.2,0.0
428,F,East,College,54292.0,8.0210671,Personal Auto,Four-Door Car,67.0,321.6,0.0
429,M,North West,Bachelor,37824.84705495949,5.841528100000001,Personal Auto,Four-Door Car,79.0,379.2,0.0
430,M,West Region,High School or Below,38210.0,5.4798542,Personal Auto,Four-Door Car,69.0,383.043363,0.0
431,F,Central,High School or Below,37824.84705495949,20.4552495,Personal Auto,Four-Door Car,67.0,482.4,0.0
432,F,North West,Bachelor,49734.0,8.319123000000001,Corporate Auto,Four-Door Car,69.0,154.748539,0.0
433,F,East,High School or Below,50148.0,2.5828623,Corporate Auto,Four-Door Car,65.0,323.485239,0.0
434,M,North West,College,11689.0,4.1637934,Corporate Auto,SUV,117.0,561.6,0.0
435,F,Central,High School or Below,17120.0,4.8531003,Special Auto,SUV,125.0,717.285949,0.0
436,M,North West,High School or Below,82157.0,7.531697299999999,Corporate Auto,Luxury Car,188.0,1353.6,0.0
437,F,East,Bachelors,21603.0,2.585937,Personal Auto,Four-Door Car,68.0,326.4,0.0
438,F,East,Bachelor,25544.0,2.6959639,Personal Auto,Four-Door Car,68.0,326.4,0.0
439,M,West Region,High School or Below,98121.0,2.6845815999999996,Personal Auto,Two-Door Car,67.0,383.655742,0.0
440,F,East,High School or Below,32314.0,8.1093646,Personal Auto,Four-Door Car,68.0,326.4,0.0
441,F,North West,College,89382.0,9.0366576,Corporate Auto,Four-Door Car,112.0,573.990258,0.0
442,F,Central,High School or Below,97742.0,5.352187,Corporate Auto,SUV,132.0,199.590599,0.0
443,F,Central,High School or Below,37824.84705495949,11.880966200000001,Personal Auto,Four-Door Car,114.0,820.8,0.0
444,M,North West,College,37824.84705495949,2.5570942999999997,Corporate Auto,Four-Door Car,73.0,525.6,0.0
445,F,West Region,College,77153.0,7.9148231000000004,Personal Auto,Four-Door Car,99.0,355.641958,0.0
446,M,West Region,Master,94590.0,9.8400826,Personal Auto,Two-Door Car,81.0,388.8,0.0
